lon,lat,source,country,substance,area_ha
-66.92,3.892,OSM,BR,,
-67.583,5.7309,OSM,BR,,
-65.9196,4.5651,OSM,BR,,
-65.925,4.5643,OSM,BR,,
-65.9047,4.5544,OSM,BR,,
-65.9064,4.5572,OSM,BR,,
-65.9099,4.5627,OSM,BR,,
-63.1737,3.5626,OSM,BR,,
-63.1743,3.5651,OSM,BR,,
-59.5649,2.0215,OSM,BR,,
-59.5824,2.0266,OSM,BR,,
-59.584,2.0073,OSM,BR,,
-59.5348,2.015,OSM,BR,,
-59.5614,2.0265,OSM,BR,,
-59.5848,2.0285,OSM,BR,,
-59.5674,2.0179,OSM,BR,,
-59.5807,2.0294,OSM,BR,,
-61.4198,2.3641,OSM,BR,aggregate,
-60.3792,1.0705,OSM,BR,,
-60.3109,5.6902,OSM,BR,,
-60.3074,5.6799,OSM,BR,,
-60.3143,5.6764,OSM,BR,,
-60.3197,5.6759,OSM,BR,,
-60.33,5.6967,OSM,BR,,
-59.0609,5.1631,OSM,BR,,
-59.0793,5.1435,OSM,BR,,
-59.083,5.132,OSM,BR,,
-59.1187,5.1189,OSM,BR,,
-59.072,5.1356,OSM,BR,,
-59.0526,5.1662,OSM,BR,,
-59.0491,5.1761,OSM,BR,,
-59.0072,5.2745,OSM,BR,,
-59.0183,5.2675,OSM,BR,,
-59.0217,5.2391,OSM,BR,,
-59.0163,5.2499,OSM,BR,,
-59.0279,5.2483,OSM,BR,,
-59.0101,5.2497,OSM,BR,,
-59.0076,5.2568,OSM,BR,,
-59.0075,5.2643,OSM,BR,,
-60.3796,1.0719,OSM,BR,,
-61.2657,5.4441,OSM,BR,,
-62.3261,5.9728,OSM,BR,,
-62.3203,5.9765,OSM,BR,,
-62.3219,5.9792,OSM,BR,,
-62.2942,5.8935,OSM,BR,,
-62.8986,6.0168,OSM,BR,,
-62.8516,5.9912,OSM,BR,,
-62.8698,5.9509,OSM,BR,,
-62.8627,5.9602,OSM,BR,,
-62.9075,5.9774,OSM,BR,,
-62.4556,5.1896,OSM,BR,,
-62.4964,5.2347,OSM,BR,,
-61.6303,4.8036,OSM,BR,,
-61.6229,4.7972,OSM,BR,,
-61.4993,4.7029,OSM,BR,,
-62.4038,4.8487,OSM,BR,,
-62.3408,4.7686,OSM,BR,,
-62.343,4.7818,OSM,BR,,
-62.3453,4.7435,OSM,BR,,
-63.6194,2.5116,OSM,BR,,
-59.6432,5.7583,OSM,BR,,
-59.6906,5.6154,OSM,BR,,
-59.7068,5.6362,OSM,BR,,
-63.8835,5.8803,OSM,BR,,
-61.2821,4.9707,OSM,BR,,
-61.3826,4.9675,OSM,BR,,
-61.5689,4.7176,OSM,BR,,
-61.3925,4.92,OSM,BR,,
-63.2338,6.0004,OSM,BR,,
-62.4207,4.8673,OSM,BR,,
-62.4231,4.8712,OSM,BR,,
-63.6225,3.7426,OSM,BR,,
-59.1361,5.2737,OSM,BR,gold,
-59.1328,5.3004,OSM,BR,gold,
-63.6536,2.519,OSM,BR,,
-63.7344,2.5049,OSM,BR,,
-63.7609,2.5268,OSM,BR,,
-63.8509,2.591,OSM,BR,,
-63.2856,3.0115,OSM,BR,,
-63.7207,3.2797,OSM,BR,,
-62.3635,2.364,OSM,BR,,
-63.3069,3.5752,OSM,BR,,
-63.295,3.5834,OSM,BR,,
-63.2806,3.6005,OSM,BR,,
-63.2839,3.6028,OSM,BR,,
-63.2796,3.6077,OSM,BR,,
-63.283,3.6179,OSM,BR,,
-63.276,3.6386,OSM,BR,,
-63.285,3.6378,OSM,BR,,
-63.6684,3.7205,OSM,BR,,
-63.6499,3.7361,OSM,BR,,
-63.6375,3.7385,OSM,BR,,
-63.5733,3.7343,OSM,BR,,
-63.5748,3.7138,OSM,BR,,
-63.564,3.7002,OSM,BR,,
-63.5624,3.6991,OSM,BR,,
-63.5044,3.6851,OSM,BR,,
-63.4878,3.6716,OSM,BR,,
-63.4427,3.6414,OSM,BR,,
-63.3825,3.6238,OSM,BR,,
-63.72,3.1335,OSM,BR,,
-63.7032,3.1246,OSM,BR,,
-63.7782,3.1613,OSM,BR,,
-63.7823,3.1615,OSM,BR,,
-63.7869,3.1649,OSM,BR,,
-63.757,3.2537,OSM,BR,,
-63.7354,3.2534,OSM,BR,,
-63.729,3.2613,OSM,BR,,
-63.579,2.5126,OSM,BR,,
-63.6664,2.5208,OSM,BR,,
-63.7163,2.5057,OSM,BR,,
-63.7868,2.5061,OSM,BR,,
-63.7942,2.5067,OSM,BR,,
-63.7958,2.5242,OSM,BR,,
-63.7826,2.5387,OSM,BR,,
-63.7859,2.526,OSM,BR,,
-63.7294,2.4738,OSM,BR,,
-63.286,3.659,OSM,BR,,
-63.612,2.5127,OSM,BR,,
-63.6086,2.5127,OSM,BR,,
-63.0231,2.6087,OSM,BR,,
-63.0429,2.6202,OSM,BR,,
-63.3191,2.6494,OSM,BR,,
-63.3299,2.6505,OSM,BR,,
-63.3293,2.6539,OSM,BR,,
-63.335,2.6682,OSM,BR,,
-63.3414,2.6752,OSM,BR,,
-63.7836,3.2779,OSM,BR,,
-63.8661,3.2602,OSM,BR,,
-63.8487,3.2733,OSM,BR,,
-63.8805,3.2716,OSM,BR,,
-63.691,3.1047,OSM,BR,,
-63.7692,3.3915,OSM,BR,,
-63.7959,2.5392,OSM,BR,,
-63.7103,2.5068,OSM,BR,,
-63.6224,2.5115,OSM,BR,,
-63.6255,2.5119,OSM,BR,,
-63.0098,2.5981,OSM,BR,,
-63.0159,2.5914,OSM,BR,,
-63.6718,3.7152,OSM,BR,,
-63.6593,3.7238,OSM,BR,,
-63.6582,3.7207,OSM,BR,,
-63.6098,3.7363,OSM,BR,,
-63.5901,3.7433,OSM,BR,,
-63.589,3.7447,OSM,BR,,
-63.597,3.7376,OSM,BR,,
-63.5702,3.7139,OSM,BR,,
-63.5698,3.7182,OSM,BR,,
-63.5354,3.6884,OSM,BR,,
-63.5087,3.6893,OSM,BR,,
-63.4738,3.6586,OSM,BR,,
-63.4763,3.6637,OSM,BR,,
-63.4721,3.6609,OSM,BR,,
-63.4617,3.6623,OSM,BR,,
-63.4619,3.6655,OSM,BR,,
-63.4561,3.652,OSM,BR,,
-63.4472,3.6477,OSM,BR,,
-63.3544,3.6205,OSM,BR,,
-63.3345,3.5909,OSM,BR,,
-63.3044,3.5872,OSM,BR,,
-63.2666,3.6638,OSM,BR,,
-63.267,3.6663,OSM,BR,,
-63.7766,3.1568,OSM,BR,,
-63.7782,3.1577,OSM,BR,,
-62.7767,3.2411,OSM,BR,,
-63.2131,3.6729,OSM,BR,,
-63.7146,3.1349,OSM,BR,,
-63.7618,3.2542,OSM,BR,,
-63.6323,3.7409,OSM,BR,,
-63.626,3.7395,OSM,BR,,
-63.6268,3.7383,OSM,BR,,
-63.5298,3.6885,OSM,BR,,
-63.5187,3.7041,OSM,BR,,
-63.5208,3.7038,OSM,BR,,
-63.5247,3.7056,OSM,BR,,
-63.5182,3.6873,OSM,BR,,
-63.502,3.677,OSM,BR,,
-63.4912,3.6702,OSM,BR,,
-63.4858,3.6691,OSM,BR,,
-63.4618,3.6568,OSM,BR,,
-63.7028,2.5088,OSM,BR,,
-63.7498,2.5058,OSM,BR,,
-63.7651,2.5093,OSM,BR,,
-63.7803,2.5121,OSM,BR,,
-63.5767,2.5103,OSM,BR,,
-63.6269,2.5128,OSM,BR,,
-63.6416,2.5184,OSM,BR,,
-63.7604,3.3028,OSM,BR,,
-62.2098,2.2745,OSM,BR,,
-62.334,2.3453,OSM,BR,,
-63.8553,2.5654,OSM,BR,,
-63.8626,2.581,OSM,BR,,
-63.8108,2.5202,OSM,BR,,
-63.7658,2.5331,OSM,BR,,
-63.7976,2.5792,OSM,BR,,
-63.181,3.5489,OSM,BR,,
-63.1989,3.666,OSM,BR,,
-63.2091,3.6757,OSM,BR,,
-63.2324,3.6684,OSM,BR,,
-63.2531,3.6682,OSM,BR,,
-63.7414,3.5775,OSM,BR,,
-63.7409,3.6015,OSM,BR,,
-63.7341,3.6268,OSM,BR,,
-63.7222,3.6613,OSM,BR,,
-63.0402,2.6032,OSM,BR,,
-63.0379,2.5865,OSM,BR,,
-63.053,2.5981,OSM,BR,,
-63.0631,2.6046,OSM,BR,,
-63.0765,2.596,OSM,BR,,
-63.0314,3.3778,OSM,BR,,
-63.1735,3.5176,OSM,BR,,
-63.407,3.6251,OSM,BR,,
-63.4144,3.627,OSM,BR,,
-63.2437,2.3544,OSM,BR,,
-62.9935,2.6718,OSM,BR,,
-62.9711,2.5896,OSM,BR,,
-62.8492,2.7672,OSM,BR,,
-62.8642,2.7677,OSM,BR,,
-62.8596,2.7666,OSM,BR,,
-63.036,2.6439,OSM,BR,,
-63.0283,2.6641,OSM,BR,,
-62.985,2.6796,OSM,BR,,
-62.9674,2.6891,OSM,BR,,
-62.9872,2.6843,OSM,BR,,
-62.9315,2.7104,OSM,BR,,
-63.5396,3.1091,OSM,BR,,
-63.5373,3.1187,OSM,BR,,
-63.5683,3.6989,OSM,BR,,
-63.365,3.6202,OSM,BR,,
-63.3113,3.5758,OSM,BR,,
-63.286,3.5993,OSM,BR,,
-63.2893,3.5952,OSM,BR,,
-63.236,2.6022,OSM,BR,,
-63.387,3.6143,OSM,BR,,
-63.0209,2.6716,OSM,BR,,
-63.0112,2.6756,OSM,BR,,
-63.0016,2.6793,OSM,BR,,
-63.007,2.6785,OSM,BR,,
-62.9752,2.685,OSM,BR,,
-62.9708,2.6865,OSM,BR,,
-62.8457,2.7641,OSM,BR,,
-62.9041,2.7546,OSM,BR,,
-62.9041,2.7614,OSM,BR,,
-62.8741,2.7589,OSM,BR,,
-62.9133,2.7417,OSM,BR,,
-62.8357,2.7537,OSM,BR,,
-62.348,2.3557,OSM,BR,,
-62.3164,2.3492,OSM,BR,,
-63.7703,3.2972,OSM,BR,,
-62.9391,2.3534,OSM,BR,,
-63.477,2.6126,OSM,BR,,
-63.4814,2.608,OSM,BR,,
-62.5611,2.2986,OSM,BR,,
-62.583,2.3278,OSM,BR,,
-62.588,2.3396,OSM,BR,,
-62.42,2.3488,OSM,BR,,
-63.2793,2.2652,OSM,BR,,
-63.6151,3.7428,OSM,BR,,
-63.1858,3.6535,OSM,BR,,
-63.8022,3.538,OSM,BR,,
-63.6448,2.5194,OSM,BR,,
-63.4724,2.7083,OSM,BR,,
-62.124,3.4096,OSM,BR,,
-62.1056,3.4088,OSM,BR,,
-62.1128,3.4126,OSM,BR,,
-62.1463,3.461,OSM,BR,,
-62.1511,3.4522,OSM,BR,,
-62.1454,3.4504,OSM,BR,,
-62.1493,3.4524,OSM,BR,,
-62.0628,4.1313,OSM,BR,,
-62.0626,4.1332,OSM,BR,,
-62.0474,4.1377,OSM,BR,,
-62.0502,4.1393,OSM,BR,,
-62.0559,4.1409,OSM,BR,,
-62.0574,4.1402,OSM,BR,,
-62.0609,4.1417,OSM,BR,,
-62.0693,4.1446,OSM,BR,,
-62.0707,4.1421,OSM,BR,,
-61.9078,3.4618,OSM,BR,gold,
-61.9087,3.4571,OSM,BR,gold,
-61.9132,3.4501,OSM,BR,gold,
-61.9042,3.4467,OSM,BR,gold,
-61.9174,3.4476,OSM,BR,gold,
-62.8027,3.6739,OSM,BR,,
-63.274,3.6691,OSM,BR,,
-62.7776,3.2387,OSM,BR,,
-63.2844,3.5954,OSM,BR,,
-62.6281,2.2823,OSM,BR,,
-62.3362,2.3584,OSM,BR,,
-62.3661,2.3517,OSM,BR,,
-62.3706,2.357,OSM,BR,,
-62.373,2.3585,OSM,BR,,
-62.9121,2.7303,OSM,BR,,
-63.0942,2.6512,OSM,BR,,
-63.0286,2.607,OSM,BR,,
-63.024,2.5948,OSM,BR,,
-62.8136,2.4298,OSM,BR,,
-62.8159,2.4355,OSM,BR,,
-62.8217,2.4428,OSM,BR,,
-62.8241,2.4395,OSM,BR,,
-62.8163,2.4199,OSM,BR,,
-62.8246,2.4297,OSM,BR,,
-62.8549,2.4597,OSM,BR,,
-63.3636,2.6977,OSM,BR,,
-63.1588,2.9156,OSM,BR,,
-63.1545,2.9047,OSM,BR,,
-62.4084,2.3508,OSM,BR,,
-62.2366,2.2924,OSM,BR,,
-62.2965,2.2897,OSM,BR,,
-62.8618,2.1415,OSM,BR,,
-62.8617,2.1444,OSM,BR,,
-62.8333,2.1324,OSM,BR,,
-62.8573,2.132,OSM,BR,,
-62.4973,2.0871,OSM,BR,,
-62.8085,2.7323,OSM,BR,,
-62.8503,2.7609,OSM,BR,,
-61.8988,3.3837,OSM,BR,,
-61.9075,3.3946,OSM,BR,,
-61.9091,3.3998,OSM,BR,,
-61.9113,3.4042,OSM,BR,,
-62.999,2.573,OSM,BR,,
-63.0238,2.6032,OSM,BR,,
-63.0387,2.6394,OSM,BR,,
-63.6124,3.7363,OSM,BR,,
-63.3629,3.6207,OSM,BR,,
-63.2753,3.6319,OSM,BR,,
-63.7876,3.8985,OSM,BR,,
-63.8623,3.8949,OSM,BR,,
-63.7928,3.851,OSM,BR,,
-63.8099,3.8528,OSM,BR,,
-63.8128,3.8506,OSM,BR,,
-63.8454,3.8598,OSM,BR,,
-63.8677,3.8957,OSM,BR,,
-63.8556,3.8957,OSM,BR,,
-63.8537,3.8962,OSM,BR,,
-63.8564,3.8939,OSM,BR,,
-63.8597,3.891,OSM,BR,,
-63.8312,3.8786,OSM,BR,,
-63.8406,3.884,OSM,BR,,
-63.8619,3.8691,OSM,BR,,
-63.8399,3.8789,OSM,BR,,
-63.8519,3.8785,OSM,BR,,
-63.8581,3.8818,OSM,BR,,
-62.8268,2.1356,OSM,BR,,
-63.2908,3.6202,OSM,BR,,
-63.3457,3.6089,OSM,BR,,
-63.5742,3.7152,OSM,BR,,
-63.2767,3.6316,OSM,BR,,
-63.6342,3.7411,OSM,BR,,
-63.6089,3.7426,OSM,BR,,
-63.6042,3.7393,OSM,BR,,
-63.5991,3.74,OSM,BR,,
-63.5978,3.7399,OSM,BR,,
-63.5909,3.7408,OSM,BR,,
-63.5896,3.7371,OSM,BR,,
-63.5668,3.7203,OSM,BR,,
-63.5727,3.7063,OSM,BR,,
-63.5751,3.703,OSM,BR,,
-63.5662,3.6974,OSM,BR,,
-63.5493,3.6843,OSM,BR,,
-63.5287,3.6847,OSM,BR,,
-63.5261,3.683,OSM,BR,,
-63.4667,3.664,OSM,BR,,
-63.211,3.6769,OSM,BR,,
-63.3544,3.6231,OSM,BR,,
-63.4058,3.6199,OSM,BR,,
-63.4067,3.6204,OSM,BR,,
-63.7904,3.5311,OSM,BR,,
-63.7905,3.5299,OSM,BR,,
-63.7901,3.5301,OSM,BR,,
-63.7442,3.5743,OSM,BR,,
-63.3517,3.593,OSM,BR,,
-63.348,3.5914,OSM,BR,,
-63.7458,3.5668,OSM,BR,,
-63.2673,3.675,OSM,BR,,
-63.2778,3.636,OSM,BR,,
-63.3045,3.5787,OSM,BR,,
-63.4847,3.6671,OSM,BR,,
-63.4738,3.6666,OSM,BR,,
-63.6714,3.718,OSM,BR,,
-63.6723,3.7176,OSM,BR,,
-63.6733,3.717,OSM,BR,,
-63.4582,3.6576,OSM,BR,,
-63.362,3.6163,OSM,BR,,
-63.7805,3.275,OSM,BR,,
-63.7825,3.2843,OSM,BR,,
-63.7829,3.3085,OSM,BR,,
-63.8613,3.2658,OSM,BR,,
-63.903,3.2407,OSM,BR,,
-63.2853,3.6538,OSM,BR,,
-63.3394,3.587,OSM,BR,,
-62.1175,3.4097,OSM,BR,,
-62.8016,3.6662,OSM,BR,,
-63.7736,3.4196,OSM,BR,,
-63.7935,3.3243,OSM,BR,,
-63.7723,3.2671,OSM,BR,,
-63.7486,3.2538,OSM,BR,,
-63.7507,3.2552,OSM,BR,,
-63.7799,3.2704,OSM,BR,,
-63.7774,3.2682,OSM,BR,,
-60.9525,2.4404,OSM,BR,,
-60.2595,5.6148,OSM,BR,,
-60.2622,5.619,OSM,BR,,
-60.2603,5.6121,OSM,BR,,
-60.2715,5.702,OSM,BR,,
-60.2558,5.7158,OSM,BR,,
-59.1047,5.2813,OSM,BR,gold,
-59.1193,5.2646,OSM,BR,gold,
-59.1446,5.2417,OSM,BR,gold,
-61.0129,4.98,OSM,BR,gold,
-61.0032,5.0014,OSM,BR,,
-61.8397,4.2603,OSM,BR,gold,
-61.8355,4.2645,OSM,BR,gold,
-61.9024,4.2428,OSM,BR,gold,
-62.0322,4.2007,OSM,BR,gold,
-62.0033,4.1973,OSM,BR,gold,
-61.8703,4.2376,OSM,BR,gold,
-61.9023,4.2275,OSM,BR,gold,
-61.9048,4.2242,OSM,BR,gold,
-61.9014,4.2181,OSM,BR,gold,
-61.9036,4.2201,OSM,BR,gold,
-61.9537,4.2112,OSM,BR,gold,
-61.965,4.203,OSM,BR,gold,
-62.0545,4.1694,OSM,BR,gold,
-62.0791,4.1763,OSM,BR,gold,
-62.0732,4.1712,OSM,BR,gold,
-62.0793,4.1712,OSM,BR,gold,
-62.0828,4.1725,OSM,BR,gold,
-62.0805,4.1629,OSM,BR,gold,
-62.0798,4.1584,OSM,BR,gold,
-62.1327,4.1794,OSM,BR,gold,
-62.1162,4.1828,OSM,BR,gold,
-62.1143,4.1786,OSM,BR,gold,
-62.1148,4.1769,OSM,BR,gold,
-62.0985,4.1786,OSM,BR,gold,
-62.1005,4.1751,OSM,BR,gold,
-62.0968,4.1749,OSM,BR,gold,
-61.7234,4.3223,OSM,BR,gold,
-61.7344,4.323,OSM,BR,gold,
-61.7338,4.3275,OSM,BR,gold,
-61.7349,4.3259,OSM,BR,gold,
-61.7277,4.3262,OSM,BR,gold,
-61.7322,4.3253,OSM,BR,gold,
-61.7239,4.3318,OSM,BR,gold,
-61.7157,4.3367,OSM,BR,gold,
-61.7188,4.3357,OSM,BR,gold,
-61.7301,4.3401,OSM,BR,gold,
-61.7349,4.3394,OSM,BR,gold,
-61.7345,4.3377,OSM,BR,gold,
-61.7286,4.3335,OSM,BR,gold,
-61.7287,4.3358,OSM,BR,gold,
-61.7289,4.3506,OSM,BR,gold,
-61.7231,4.3479,OSM,BR,gold,
-61.7119,4.3414,OSM,BR,gold,
-61.6981,4.3496,OSM,BR,gold,
-61.717,4.3276,OSM,BR,gold,
-61.7539,4.3222,OSM,BR,gold,
-61.7399,4.3192,OSM,BR,gold,
-61.7383,4.3213,OSM,BR,gold,
-61.7442,4.3207,OSM,BR,gold,
-61.7451,4.3247,OSM,BR,gold,
-61.7448,4.3287,OSM,BR,gold,
-61.7455,4.3298,OSM,BR,gold,
-61.7383,4.332,OSM,BR,gold,
-61.7373,4.3318,OSM,BR,gold,
-61.7388,4.3337,OSM,BR,gold,
-61.7372,4.3338,OSM,BR,gold,
-61.7792,4.2986,OSM,BR,gold,
-61.7779,4.2998,OSM,BR,gold,
-61.8175,4.2707,OSM,BR,gold,
-61.8272,4.2616,OSM,BR,gold,
-61.8372,4.2668,OSM,BR,gold,
-61.8265,4.2573,OSM,BR,gold,
-61.8271,4.2549,OSM,BR,gold,
-61.8317,4.2583,OSM,BR,gold,
-61.8311,4.2685,OSM,BR,gold,
-61.8281,4.2685,OSM,BR,gold,
-61.8246,4.2694,OSM,BR,gold,
-61.7987,4.291,OSM,BR,gold,
-61.7945,4.2963,OSM,BR,gold,
-61.7919,4.2974,OSM,BR,gold,
-61.7874,4.3004,OSM,BR,gold,
-61.8194,4.2756,OSM,BR,gold,
-61.82,4.2748,OSM,BR,gold,
-61.7395,4.306,OSM,BR,gold,
-61.7824,4.2721,OSM,BR,gold,
-61.8114,4.2778,OSM,BR,gold,
-61.761,4.3073,OSM,BR,gold,
-61.7538,4.3122,OSM,BR,gold,
-61.8183,4.2513,OSM,BR,gold,
-61.8222,4.2511,OSM,BR,gold,
-61.7959,4.2615,OSM,BR,gold,
-61.8026,4.2636,OSM,BR,gold,
-62.029,4.1819,OSM,BR,gold,
-61.9417,4.2157,OSM,BR,gold,
-61.9444,4.2137,OSM,BR,gold,
-61.9416,4.2116,OSM,BR,gold,
-61.9324,4.2146,OSM,BR,gold,
-61.9101,4.2273,OSM,BR,gold,
-61.9042,4.2291,OSM,BR,gold,
-61.8942,4.2407,OSM,BR,gold,
-61.8586,4.2531,OSM,BR,gold,
-61.8526,4.2464,OSM,BR,gold,
-61.8425,4.2452,OSM,BR,gold,
-61.8419,4.2411,OSM,BR,gold,
-61.8333,4.2418,OSM,BR,gold,
-61.8374,4.2418,OSM,BR,gold,
-61.8368,4.2503,OSM,BR,gold,
-61.8331,4.2446,OSM,BR,gold,
-61.8052,4.2788,OSM,BR,gold,
-61.7695,4.3512,OSM,BR,gold,
-61.7703,4.3449,OSM,BR,gold,
-61.7898,4.3464,OSM,BR,gold,
-61.7893,4.3447,OSM,BR,gold,
-61.7704,4.3374,OSM,BR,gold,
-61.7675,4.3352,OSM,BR,gold,
-61.7897,4.3234,OSM,BR,gold,
-61.7966,4.3382,OSM,BR,gold,
-61.7963,4.3372,OSM,BR,gold,
-61.7979,4.337,OSM,BR,gold,
-61.7976,4.3311,OSM,BR,gold,
-61.797,4.3294,OSM,BR,gold,
-61.7933,4.333,OSM,BR,gold,
-61.7855,4.3266,OSM,BR,gold,
-61.7868,4.3317,OSM,BR,gold,
-61.7803,4.329,OSM,BR,gold,
-61.8502,4.2787,OSM,BR,gold,
-61.8457,4.2709,OSM,BR,gold,
-61.7777,4.3387,OSM,BR,gold,
-62.2046,4.291,OSM,BR,gold,
-62.1685,4.2092,OSM,BR,gold,
-62.1614,4.2194,OSM,BR,gold,
-62.1612,4.2143,OSM,BR,gold,
-62.1725,4.2294,OSM,BR,gold,
-62.1713,4.2266,OSM,BR,gold,
-62.1668,4.2237,OSM,BR,gold,
-62.1741,4.2276,OSM,BR,gold,
-62.1755,4.2776,OSM,BR,gold,
-62.1669,4.2663,OSM,BR,gold,
-62.1662,4.2684,OSM,BR,gold,
-62.1599,4.2589,OSM,BR,gold,
-62.1502,4.2472,OSM,BR,gold,
-62.1578,4.2375,OSM,BR,gold,
-62.1609,4.2352,OSM,BR,gold,
-62.2736,4.6723,OSM,BR,gold,
-62.2757,4.6684,OSM,BR,gold,
-62.2597,4.6473,OSM,BR,gold,
-62.2545,4.647,OSM,BR,gold,
-62.2538,4.6308,OSM,BR,gold,
-62.2381,4.6065,OSM,BR,gold,
-62.3075,4.6231,OSM,BR,gold,
-62.2846,4.6175,OSM,BR,gold,
-62.2664,4.6015,OSM,BR,gold,
-62.2633,4.5846,OSM,BR,gold,
-62.2668,4.5828,OSM,BR,gold,
-62.2437,4.4683,OSM,BR,gold,
-62.2542,4.4703,OSM,BR,gold,
-62.2671,4.453,OSM,BR,gold,
-62.1797,4.3998,OSM,BR,gold,
-62.1766,4.3973,OSM,BR,gold,
-62.1944,4.4159,OSM,BR,gold,
-62.1982,4.4339,OSM,BR,gold,
-62.2004,4.4331,OSM,BR,gold,
-62.2027,4.4433,OSM,BR,gold,
-62.1969,4.4553,OSM,BR,gold,
-62.1944,4.4834,OSM,BR,gold,
-62.1944,4.4808,OSM,BR,gold,
-62.1983,4.4943,OSM,BR,gold,
-62.1965,4.5033,OSM,BR,gold,
-62.2122,4.5669,OSM,BR,gold,
-62.2139,4.5694,OSM,BR,gold,
-62.2919,4.6915,OSM,BR,gold,
-62.196,4.3469,OSM,BR,gold,
-62.1975,4.3462,OSM,BR,gold,
-62.1859,4.3715,OSM,BR,gold,
-62.1834,4.3876,OSM,BR,gold,
-62.166,4.3411,OSM,BR,gold,
-62.1406,4.2829,OSM,BR,gold,
-62.1442,4.286,OSM,BR,gold,
-62.1487,4.2946,OSM,BR,gold,
-62.1616,4.3007,OSM,BR,gold,
-62.1507,4.302,OSM,BR,gold,
-62.1583,4.3194,OSM,BR,gold,
-62.1558,4.3185,OSM,BR,gold,
-62.1079,4.2761,OSM,BR,gold,
-62.1093,4.276,OSM,BR,gold,
-62.1308,4.2817,OSM,BR,gold,
-62.2515,4.6383,OSM,BR,gold,
-62.1925,4.4285,OSM,BR,gold,
-62.2135,4.5551,OSM,BR,gold,
-62.2287,4.5991,OSM,BR,gold,
-62.1421,4.3019,OSM,BR,gold,
-62.1683,4.3585,OSM,BR,gold,
-62.1794,4.3775,OSM,BR,gold,
-62.1055,4.2726,OSM,BR,gold,
-61.478,4.7405,OSM,BR,gold,
-61.4836,4.7447,OSM,BR,gold,
-61.4877,4.7404,OSM,BR,gold,
-61.4757,4.7483,OSM,BR,gold,
-61.4801,4.7524,OSM,BR,gold,
-61.4936,4.7596,OSM,BR,gold,
-61.4998,4.7313,OSM,BR,gold,
-61.4966,4.7367,OSM,BR,gold,
-61.4984,4.7396,OSM,BR,gold,
-61.508,4.7435,OSM,BR,gold,
-61.4794,4.7347,OSM,BR,gold,
-61.4685,4.7381,OSM,BR,gold,
-61.4701,4.7356,OSM,BR,gold,
-61.4752,4.7662,OSM,BR,gold,
-61.4737,4.7637,OSM,BR,gold,
-61.4695,4.7561,OSM,BR,gold,
-61.4787,4.7573,OSM,BR,gold,
-61.481,4.763,OSM,BR,gold,
-61.4814,4.7661,OSM,BR,gold,
-61.4779,4.7695,OSM,BR,gold,
-61.4696,4.7736,OSM,BR,gold,
-61.4378,4.809,OSM,BR,gold,
-61.4351,4.8134,OSM,BR,gold,
-61.4486,4.8056,OSM,BR,gold,
-61.4541,4.808,OSM,BR,gold,
-61.4612,4.7942,OSM,BR,gold,
-61.4744,4.7946,OSM,BR,gold,
-61.4764,4.7881,OSM,BR,gold,
-61.4683,4.7817,OSM,BR,gold,
-61.4666,4.7794,OSM,BR,gold,
-61.4355,4.831,OSM,BR,gold,
-61.4293,4.821,OSM,BR,gold,
-61.4262,4.8212,OSM,BR,gold,
-61.4393,4.8221,OSM,BR,gold,
-61.4333,4.8657,OSM,BR,gold,
-61.4386,4.8642,OSM,BR,gold,
-61.3928,4.8499,OSM,BR,gold,
-61.3913,4.8458,OSM,BR,gold,
-61.3859,4.8485,OSM,BR,gold,
-61.3899,4.8285,OSM,BR,gold,
-61.3042,4.9688,OSM,BR,gold,
-61.3132,4.9714,OSM,BR,gold,
-61.3096,4.9698,OSM,BR,gold,
-61.3112,4.9674,OSM,BR,gold,
-61.3104,4.9529,OSM,BR,gold,
-61.3163,4.9608,OSM,BR,gold,
-61.3418,4.971,OSM,BR,gold,
-61.3315,4.9647,OSM,BR,gold,
-61.364,4.9676,OSM,BR,gold,
-61.3469,4.8717,OSM,BR,gold,
-61.3403,4.8716,OSM,BR,gold,
-61.3787,4.85,OSM,BR,gold,
-61.3741,4.8546,OSM,BR,gold,
-61.3551,4.8787,OSM,BR,gold,
-61.3771,4.8923,OSM,BR,gold,
-61.36,4.8934,OSM,BR,gold,
-61.3771,4.9135,OSM,BR,gold,
-61.3764,4.9063,OSM,BR,gold,
-61.3694,4.9028,OSM,BR,gold,
-61.2666,4.9475,OSM,BR,gold,
-61.261,4.9367,OSM,BR,gold,
-61.2679,4.9305,OSM,BR,gold,
-61.2401,4.9336,OSM,BR,gold,
-61.2978,4.8714,OSM,BR,gold,
-61.2843,4.8727,OSM,BR,gold,
-61.3475,4.7896,OSM,BR,gold,
-61.3553,4.7947,OSM,BR,gold,
-61.2307,4.9256,OSM,BR,gold,
-61.2209,4.9175,OSM,BR,gold,
-61.2065,4.8678,OSM,BR,gold,
-61.206,4.8625,OSM,BR,gold,
-61.2127,4.8881,OSM,BR,gold,
-61.2276,4.9054,OSM,BR,gold,
-61.2201,4.8844,OSM,BR,gold,
-61.1757,4.7962,OSM,BR,gold,
-61.1754,4.7894,OSM,BR,gold,
-61.1845,4.7781,OSM,BR,gold,
-61.276,4.7659,OSM,BR,gold,
-61.2791,4.7645,OSM,BR,gold,
-61.2768,4.7627,OSM,BR,gold,
-61.2369,4.7632,OSM,BR,gold,
-61.2352,4.8554,OSM,BR,gold,
