lon,lat,source,country,substance,area_ha
-64.2787,-33.1411,OSM,BR,sand,
-64.2793,-33.14,OSM,BR,sand,
-64.2758,-33.1413,OSM,BR,sand,
-66.8438,-32.8956,OSM,BR,,
-66.8631,-32.8814,OSM,BR,,
-66.8788,-32.8522,OSM,BR,,
-65.5302,-32.6085,OSM,BR,,
-64.5338,-32.3696,OSM,BR,,
-64.5345,-32.3672,OSM,BR,,
-64.5323,-32.3836,OSM,BR,,
-64.528,-32.3938,OSM,BR,,
-64.5361,-32.3994,OSM,BR,,
-64.5292,-32.403,OSM,BR,,
-64.5309,-32.4028,OSM,BR,,
-64.5354,-32.4071,OSM,BR,,
-64.5331,-32.406,OSM,BR,,
-64.5329,-32.411,OSM,BR,,
-64.5769,-31.5796,OSM,BR,,
-64.5777,-31.5828,OSM,BR,,
-64.5785,-31.5814,OSM,BR,,
-64.572,-31.5831,OSM,BR,,
-64.5718,-31.5889,OSM,BR,,
-64.5833,-31.5914,OSM,BR,,
-64.4709,-31.6718,OSM,BR,,
-64.4741,-31.6732,OSM,BR,,
-64.5062,-31.6557,OSM,BR,,
-64.5062,-31.6189,OSM,BR,,
-64.4829,-31.6197,OSM,BR,,
-64.4851,-31.6215,OSM,BR,,
-64.4874,-31.6216,OSM,BR,,
-64.4857,-31.6181,OSM,BR,,
-64.496,-31.622,OSM,BR,,
-64.5025,-31.6197,OSM,BR,,
-64.4967,-31.6288,OSM,BR,,
-64.4953,-31.6288,OSM,BR,,
-64.4928,-31.6245,OSM,BR,,
-65.5444,-33.2604,OSM,BR,,
-65.9881,-33.1267,OSM,BR,,
-65.6169,-32.9376,OSM,BR,,
-65.6472,-32.8991,OSM,BR,,
-65.6524,-32.9129,OSM,BR,,
-65.6468,-32.9104,OSM,BR,,
-65.6375,-32.9076,OSM,BR,,
-65.6297,-32.8964,OSM,BR,,
-65.6286,-32.9038,OSM,BR,,
-65.6358,-32.8959,OSM,BR,,
-65.6337,-32.8997,OSM,BR,,
-65.6234,-32.9284,OSM,BR,,
-65.6131,-32.9047,OSM,BR,,
-65.6282,-32.935,OSM,BR,,
-65.7556,-32.9463,OSM,BR,,
-65.1963,-33.137,OSM,BR,,
-65.7224,-33.1577,OSM,BR,,
-65.1451,-32.9668,OSM,BR,,
-65.1335,-32.9641,OSM,BR,,
-65.1327,-32.9624,OSM,BR,,
-65.1336,-32.9614,OSM,BR,,
-65.2174,-32.9548,OSM,BR,,
-65.1347,-32.9528,OSM,BR,,
-65.2095,-32.818,OSM,BR,,
-65.2092,-32.8191,OSM,BR,,
-65.1402,-32.6363,OSM,BR,,
-65.3426,-32.8324,OSM,BR,,
-65.3395,-32.8277,OSM,BR,,
-65.3406,-32.8292,OSM,BR,,
-65.3413,-32.8307,OSM,BR,,
-65.4456,-32.7332,OSM,BR,,
-65.4135,-32.6459,OSM,BR,,
-65.3678,-32.7791,OSM,BR,,
-63.2182,-32.4325,OSM,BR,,
-60.4498,-33.1703,OSM,BR,,
-63.4464,-29.3248,OSM,BR,,
-63.4343,-29.3488,OSM,BR,,
-60.5907,-33.8688,OSM,BR,,
-59.95,-32.7718,OSM,BR,,
-60.308,-31.6929,OSM,BR,,
-59.155,-32.9264,OSM,BR,,
-59.9791,-32.7261,OSM,BR,,
-61.1724,-32.8656,OSM,BR,,
-60.2813,-33.2583,OSM,BR,,
-60.2904,-33.2531,OSM,BR,,
-59.4242,-31.3839,OSM,BR,,
-59.0514,-32.3636,OSM,BR,,
-59.4701,-32.3695,OSM,BR,,
-59.5102,-32.3706,OSM,BR,,
-59.1825,-33.6975,OSM,BR,,
-59.1896,-33.6933,OSM,BR,,
-59.2105,-33.6817,OSM,BR,,
-59.2119,-33.6806,OSM,BR,,
-59.2205,-33.6682,OSM,BR,,
-59.2264,-33.6746,OSM,BR,,
-59.106,-33.7535,OSM,BR,,
-59.057,-33.7544,OSM,BR,,
-59.0262,-33.709,OSM,BR,,
-59.9401,-32.7682,OSM,BR,,
-60.1817,-32.5677,OSM,BR,,
-60.5731,-32.1516,OSM,BR,,
-60.5649,-32.1611,OSM,BR,,
-60.5645,-32.165,OSM,BR,,
-60.5592,-32.1651,OSM,BR,,
-60.5557,-32.094,OSM,BR,,
-60.6295,-32.1055,OSM,BR,,
-60.6271,-32.1068,OSM,BR,,
-60.506,-32.0389,OSM,BR,,
-60.5033,-32.0397,OSM,BR,,
-60.6346,-31.8701,OSM,BR,,
-60.6301,-31.8725,OSM,BR,,
-60.6051,-31.8726,OSM,BR,,
-60.6139,-31.8822,OSM,BR,,
-60.5929,-32.028,OSM,BR,,
-60.5961,-32.037,OSM,BR,,
-60.6038,-32.0355,OSM,BR,,
-60.6019,-32.0335,OSM,BR,,
-60.5996,-32.0316,OSM,BR,,
-60.0344,-31.8486,OSM,BR,,
-60.3416,-31.6209,OSM,BR,,
-63.2443,-32.8385,OSM,BR,,
-60.6405,-31.9763,OSM,BR,,
-60.2826,-33.3099,OSM,BR,,
-60.2754,-33.2939,OSM,BR,,
-63.9733,-30.436,OSM,BR,,
-59.8657,-33.9607,OSM,BR,,
-60.0662,-33.4449,OSM,BR,,
-59.9014,-33.5321,OSM,BR,,
-50.9856,-29.7131,OSM,BR,aggregate,
-51.3341,-29.1972,OSM,BR,,
-51.3029,-29.1904,OSM,BR,,
-52.008,-31.272,OSM,BR,,
-51.5464,-30.1259,OSM,BR,,
-50.8512,-29.4133,OSM,BR,,
-52.883,-30.3933,OSM,BR,limestone,
-50.2635,-29.926,OSM,BR,sand,
-50.162,-30.0072,OSM,BR,sand;gravel,
-50.2557,-29.9341,OSM,BR,sand,
-50.2627,-29.9271,OSM,BR,sand,
-50.2643,-29.9258,OSM,BR,sand,
-51.1534,-29.6342,OSM,BR,,
-50.8773,-29.696,OSM,BR,,
-50.8863,-29.7,OSM,BR,,
-50.8722,-29.6494,OSM,BR,aggregate,
-50.9649,-29.7374,OSM,BR,sandstone,
-51.1534,-30.0901,OSM,BR,,
-52.4684,-31.6283,OSM,BR,,
-51.1329,-30.0518,OSM,BR,,
-53.7488,-29.5871,OSM,BR,dimension_stone,
-53.8037,-29.579,OSM,BR,dimension_stone,
-53.6063,-33.6907,OSM,BR,,
-51.14,-30.0612,OSM,BR,,
-51.1305,-30.05,OSM,BR,,
-51.0118,-29.8425,OSM,BR,,
-51.0393,-29.8217,OSM,BR,,
-50.9105,-29.8041,OSM,BR,,
-51.0802,-29.808,OSM,BR,,
-51.0729,-29.8109,OSM,BR,,
-53.4454,-30.9092,OSM,BR,,
-51.9393,-29.6869,OSM,BR,,
-51.9381,-29.6728,OSM,BR,,
-51.9391,-29.6747,OSM,BR,,
-50.5598,-29.8779,OSM,BR,,
-50.2446,-29.204,OSM,BR,,
-51.1889,-30.0922,OSM,BR,,
-53.723,-31.5801,OSM,BR,coal,
-53.6579,-31.5707,OSM,BR,,
-53.6428,-31.5595,OSM,BR,limestone,
-53.6385,-31.5641,OSM,BR,,
-51.0904,-30.1366,OSM,BR,,
-53.7471,-29.8306,OSM,BR,aggregate,
-53.9668,-29.6792,OSM,BR,aggregate,
-51.0557,-29.3422,OSM,BR,,
-52.627,-31.3441,OSM,BR,,
-50.9019,-29.7227,OSM,BR,,
-50.9089,-29.722,OSM,BR,,
-50.9083,-29.7197,OSM,BR,,
-50.89,-29.7141,OSM,BR,,
-50.8896,-29.7106,OSM,BR,,
-50.8884,-29.7127,OSM,BR,,
-50.8936,-29.711,OSM,BR,,
-50.8802,-29.7038,OSM,BR,,
-50.8902,-29.7035,OSM,BR,,
-50.8939,-29.7015,OSM,BR,,
-50.8776,-29.6982,OSM,BR,,
-50.8889,-29.7058,OSM,BR,,
-50.8985,-29.7055,OSM,BR,,
-50.8852,-29.7402,OSM,BR,,
-50.8843,-29.7445,OSM,BR,,
-51.0674,-29.8159,OSM,BR,,
-51.0666,-29.8199,OSM,BR,,
-51.1081,-29.8225,OSM,BR,,
-51.0866,-29.8357,OSM,BR,,
-50.8975,-29.8017,OSM,BR,,
-51.0688,-29.8159,OSM,BR,,
-51.0674,-29.8131,OSM,BR,,
-51.0737,-29.8071,OSM,BR,,
-51.0889,-29.8209,OSM,BR,,
-50.9182,-29.7316,OSM,BR,,
-50.8664,-29.7166,OSM,BR,,
-50.9165,-29.7161,OSM,BR,,
-50.8707,-29.717,OSM,BR,,
-50.8675,-29.7404,OSM,BR,,
-50.9297,-29.7138,OSM,BR,,
-50.8995,-29.7304,OSM,BR,,
-50.9148,-29.7282,OSM,BR,,
-50.911,-29.6967,OSM,BR,,
-50.9065,-29.7264,OSM,BR,,
-50.866,-29.7298,OSM,BR,,
-50.9296,-29.7524,OSM,BR,,
-50.9323,-29.7528,OSM,BR,,
-50.8719,-29.7302,OSM,BR,,
-50.9433,-29.7017,OSM,BR,,
-50.8851,-29.7288,OSM,BR,,
-50.8995,-29.7253,OSM,BR,,
-50.9376,-29.7289,OSM,BR,,
-50.9365,-29.7157,OSM,BR,,
-50.9787,-29.7416,OSM,BR,,
-50.9217,-29.7308,OSM,BR,,
-50.9786,-29.7587,OSM,BR,,
-50.8981,-29.7105,OSM,BR,,
-50.9143,-29.6998,OSM,BR,,
-50.921,-29.7464,OSM,BR,,
-50.8905,-29.7322,OSM,BR,,
-50.8905,-29.7371,OSM,BR,,
-50.884,-29.6968,OSM,BR,,
-51.0435,-29.8281,OSM,BR,,
-50.9693,-29.7452,OSM,BR,,
-50.9365,-29.7183,OSM,BR,,
-50.8778,-29.6947,OSM,BR,,
-50.8876,-29.6974,OSM,BR,,
-50.9178,-29.6921,OSM,BR,,
-50.9118,-29.6927,OSM,BR,,
-50.9252,-29.7269,OSM,BR,,
-50.9162,-29.7246,OSM,BR,,
-50.9358,-29.7247,OSM,BR,,
-50.9656,-29.7446,OSM,BR,,
-50.9336,-29.7129,OSM,BR,,
-50.8962,-29.7262,OSM,BR,,
-50.9288,-29.7175,OSM,BR,,
-50.9225,-29.7063,OSM,BR,,
-50.9087,-29.6996,OSM,BR,,
-50.9027,-29.7006,OSM,BR,,
-50.8228,-29.7006,OSM,BR,,
-50.8381,-29.7274,OSM,BR,,
-50.826,-29.7214,OSM,BR,,
-50.8429,-29.7227,OSM,BR,,
-50.8503,-29.6967,OSM,BR,,
-50.8105,-29.7078,OSM,BR,,
-50.8909,-30.2383,OSM,BR,,
-50.8672,-29.7449,OSM,BR,,
-50.8662,-29.7287,OSM,BR,,
-50.8995,-29.6951,OSM,BR,,
-50.8883,-29.7025,OSM,BR,,
-50.8858,-29.7034,OSM,BR,,
-52.8483,-31.1865,OSM,BR,,
-50.9335,-29.9731,OSM,BR,,
-50.8677,-29.8946,OSM,BR,,
-50.9613,-29.9181,OSM,BR,,
-50.8763,-29.8635,OSM,BR,,
-52.0159,-30.1326,OSM,BR,,
-52.0128,-30.1396,OSM,BR,,
-51.9909,-30.1324,OSM,BR,,
-51.935,-30.1081,OSM,BR,,
-53.4243,-30.5476,OSM,BR,,
-53.4158,-30.5548,OSM,BR,,
-53.4237,-30.5594,OSM,BR,,
-53.4287,-30.5562,OSM,BR,,
-53.4082,-30.5469,OSM,BR,,
-53.4119,-30.5203,OSM,BR,limestone,
-53.0451,-30.3846,OSM,BR,,
-52.3128,-30.3527,OSM,BR,,
-52.3964,-30.3484,OSM,BR,,
-52.3861,-30.354,OSM,BR,,
-52.3755,-30.3413,OSM,BR,,
-52.2998,-30.3409,OSM,BR,,
-52.302,-30.2742,OSM,BR,,
-52.3794,-30.3388,OSM,BR,,
-52.3832,-30.3375,OSM,BR,,
-52.3831,-30.3524,OSM,BR,,
-52.4349,-30.3604,OSM,BR,,
-52.3169,-30.2789,OSM,BR,,
-52.3088,-30.2745,OSM,BR,,
-50.9496,-30.1383,OSM,BR,,
-51.0528,-30.1599,OSM,BR,,
-51.0463,-30.1567,OSM,BR,,
-53.4112,-30.5313,OSM,BR,limestone,
-53.4209,-30.5396,OSM,BR,limestone,
-53.9385,-30.3437,OSM,BR,,
-53.9519,-30.3287,OSM,BR,,
-53.418,-30.5829,OSM,BR,,
-53.4185,-30.5782,OSM,BR,,
-50.8942,-29.4811,OSM,BR,,
-51.3883,-30.1783,OSM,BR,,
-52.1026,-29.4115,OSM,BR,,
-51.0438,-30.3634,OSM,BR,,
-53.9286,-29.6248,OSM,BR,,
-53.977,-29.5893,OSM,BR,,
-50.2892,-29.5773,OSM,BR,,
-51.232,-30.0891,OSM,BR,,
-50.8767,-29.8682,OSM,BR,,
-50.7392,-29.7401,OSM,BR,,
-50.7177,-29.7382,OSM,BR,,
-49.6649,-29.1117,OSM,BR,,
-49.6375,-29.1258,OSM,BR,,
-50.2545,-29.8447,OSM,BR,,
-52.3336,-31.2532,OSM,BR,,
-51.4939,-29.1267,OSM,BR,,
-50.7779,-29.3577,OSM,BR,,
-51.1838,-29.3906,OSM,BR,,
-51.138,-29.3465,OSM,BR,,
-51.1921,-29.3464,OSM,BR,,
-51.1895,-29.347,OSM,BR,,
-52.9191,-32.0301,OSM,BR,,
-50.2464,-29.8451,OSM,BR,,
-50.25,-29.8446,OSM,BR,,
-50.4088,-29.6815,OSM,BR,,
-50.6884,-29.799,OSM,BR,,
-50.7003,-29.8093,OSM,BR,,
-51.7036,-30.0924,OSM,BR,,
-51.3916,-30.2042,OSM,BR,,
-53.472,-29.6117,OSM,BR,aggregate,
-52.4943,-31.7728,OSM,BR,,
-52.499,-31.7741,OSM,BR,,
-52.502,-31.7774,OSM,BR,,
-52.5104,-31.7874,OSM,BR,,
-52.5191,-31.7929,OSM,BR,,
-53.4061,-30.5592,OSM,BR,,
-53.3894,-32.5591,OSM,BR,,
-51.0772,-29.6463,OSM,BR,,
-53.5928,-30.762,OSM,BR,,
-50.562,-29.8423,OSM,BR,,
-51.0747,-29.0262,OSM,BR,,
-51.4265,-29.6483,OSM,BR,,
-51.1983,-29.0532,OSM,BR,,
-50.6668,-29.5542,OSM,BR,,
-50.6327,-29.644,OSM,BR,,
-51.2584,-29.7264,OSM,BR,,
-50.8987,-29.8112,OSM,BR,,
-50.8623,-29.7786,OSM,BR,,
-50.8843,-29.783,OSM,BR,,
-50.7502,-29.732,OSM,BR,,
-52.5166,-31.6682,OSM,BR,,
-49.8488,-29.3917,OSM,BR,,
-51.1591,-29.631,OSM,BR,,
-52.5113,-29.676,OSM,BR,,
-52.3749,-29.6908,OSM,BR,,
-52.4203,-29.6817,OSM,BR,,
-50.7952,-29.5883,OSM,BR,,
-49.9308,-29.2336,OSM,BR,,
-49.9293,-29.2346,OSM,BR,,
-51.4616,-29.4332,OSM,BR,,
-51.4702,-29.67,OSM,BR,,
-51.7545,-30.8335,OSM,BR,,
-50.8738,-29.789,OSM,BR,,
-52.1831,-30.6579,OSM,BR,,
-52.184,-30.659,OSM,BR,,
-52.3358,-31.256,OSM,BR,,
-53.7105,-31.553,OSM,BR,coal,
-53.6966,-31.5766,OSM,BR,,
-51.4181,-29.206,OSM,BR,,
-51.4547,-29.2727,OSM,BR,,
-50.8719,-29.5758,OSM,BR,,
-50.9008,-29.5917,OSM,BR,,
-53.5312,-29.6563,OSM,BR,,
-53.4703,-29.4332,OSM,BR,,
-53.5679,-30.0003,OSM,BR,,
-53.4137,-29.9315,OSM,BR,,
-51.9366,-30.154,OSM,BR,,
-53.9411,-30.3471,OSM,BR,,
-50.9569,-29.9064,OSM,BR,,
-51.3288,-29.1824,OSM,BR,,
-52.2092,-29.6497,OSM,BR,,
-51.5037,-29.6846,OSM,BR,,
-51.4872,-29.7516,OSM,BR,,
-51.3284,-29.0294,OSM,BR,,
-51.2151,-29.1961,OSM,BR,,
-49.8056,-29.2929,OSM,BR,,
-53.7094,-31.4566,OSM,BR,coal,
-52.2326,-29.3298,OSM,BR,,
-52.3859,-29.7229,OSM,BR,cascalho,
-52.2523,-29.3602,OSM,BR,dimension_stone,
-52.0226,-30.1333,OSM,BR,,
-52.2437,-29.2506,OSM,BR,,
-52.1681,-29.4349,OSM,BR,,
-51.544,-29.2439,OSM,BR,,
-52.3754,-29.7488,OSM,BR,,
-53.1695,-29.6111,OSM,BR,basakt,
-52.0192,-29.4231,OSM,BR,,
-50.8959,-29.396,OSM,BR,,
-50.5888,-29.7752,OSM,BR,,
-50.8732,-29.6732,OSM,BR,,
-50.8738,-29.6695,OSM,BR,,
-50.8877,-29.687,OSM,BR,,
-50.888,-29.6849,OSM,BR,,
-50.4976,-29.7938,OSM,BR,,
-50.8504,-29.4133,OSM,BR,,
-49.816,-29.3744,OSM,BR,,
-51.1885,-29.7419,OSM,BR,,
-51.3569,-29.5976,OSM,BR,,
-51.3506,-29.5652,OSM,BR,clay,
-51.331,-29.5377,OSM,BR,clay,
-51.3494,-29.5452,OSM,BR,clay,
-51.3521,-29.5456,OSM,BR,clay,
-51.338,-29.6557,OSM,BR,,
-51.2554,-29.6186,OSM,BR,clay,
-52.0452,-29.3902,OSM,BR,,
-51.721,-30.1015,OSM,BR,coal,
-51.7171,-30.0825,OSM,BR,coal,
-52.0046,-30.1213,OSM,BR,,
-52.0256,-30.1461,OSM,BR,,
-52.0826,-29.6869,OSM,BR,,
-51.9478,-29.5799,OSM,BR,,
-51.9361,-29.6159,OSM,BR,,
-50.8677,-30.2373,OSM,BR,,
-50.3432,-29.6124,OSM,BR,,
-53.6882,-29.8595,OSM,BR,sand,
-52.2625,-29.3634,OSM,BR,dimension_stone,
-52.2729,-29.3562,OSM,BR,dimension_stone,
-52.2737,-29.3574,OSM,BR,dimension_stone,
-52.2746,-29.3575,OSM,BR,dimension_stone,
-52.2784,-29.3722,OSM,BR,dimension_stone,
-52.2789,-29.3734,OSM,BR,dimension_stone,
-52.2356,-29.3627,OSM,BR,dimension_stone,
-52.1856,-29.3842,OSM,BR,sand,
-51.7588,-30.7997,OSM,BR,aggregate;brita,
-52.0123,-30.8949,OSM,BR,aggregate;stone,
-61.5668,-26.8163,OSM,BR,,
-59.2285,-27.2625,OSM,BR,,
-59.229,-27.2641,OSM,BR,,
-63.6484,-27.4595,OSM,BR,,
-61.4813,-24.9177,OSM,BR,,
-62.8508,-25.7958,OSM,BR,,
-52.3623,-28.2289,OSM,BR,,
-52.8953,-24.5121,OSM,BR,,
-52.8631,-25.7308,OSM,BR,,
-52.4805,-28.8055,OSM,BR,,
-53.3458,-25.0317,OSM,BR,,
-50.9575,-28.5344,OSM,BR,stone,
-51.426,-28.9978,OSM,BR,,
-49.2282,-26.2347,OSM,BR,,
-49.3527,-25.2678,OSM,BR,,
-49.3571,-25.2738,OSM,BR,,
-49.3375,-25.1695,OSM,BR,,
-49.3577,-25.2776,OSM,BR,,
-49.3414,-25.38,OSM,BR,,
-52.6445,-27.1147,OSM,BR,,
-53.5869,-25.1475,OSM,BR,,
-52.4894,-26.5871,OSM,BR,,
-52.0228,-25.5461,OSM,BR,,
-52.3457,-24.017,OSM,BR,,
-52.4552,-26.8878,OSM,BR,,
-52.1371,-26.4769,OSM,BR,,
-52.8038,-27.0925,OSM,BR,,
-53.7741,-24.7515,OSM,BR,,
-49.0001,-24.6625,OSM,BR,,
-53.6684,-24.6716,OSM,BR,,
-53.6655,-24.6753,OSM,BR,,
-53.9373,-24.5552,OSM,BR,,
-53.7705,-24.692,OSM,BR,,
-49.1013,-25.7456,OSM,BR,,
-49.2313,-26.2552,OSM,BR,,
-49.225,-26.258,OSM,BR,,
-49.2218,-26.2642,OSM,BR,,
-49.2349,-26.2769,OSM,BR,,
-49.2256,-26.2562,OSM,BR,,
-49.2465,-26.2674,OSM,BR,,
-53.0443,-27.3025,OSM,BR,,
-53.0427,-27.3011,OSM,BR,,
-49.0463,-25.5572,OSM,BR,,
-49.0594,-25.6021,OSM,BR,,
-49.2301,-25.723,OSM,BR,,
-49.2443,-25.6961,OSM,BR,,
-49.175,-25.967,OSM,BR,,
-49.1766,-25.9675,OSM,BR,,
-49.1758,-25.9699,OSM,BR,,
-49.1608,-25.9454,OSM,BR,,
-53.7671,-24.7537,OSM,BR,,
-53.7716,-24.7512,OSM,BR,,
-49.625,-25.4717,OSM,BR,gravel,
-50.0248,-24.9536,OSM,BR,,
-49.996,-24.946,OSM,BR,,
-50.2365,-24.9808,OSM,BR,,
-49.1844,-26.0211,OSM,BR,,
-49.0891,-25.6609,OSM,BR,,
-49.147,-25.7265,OSM,BR,,
-49.1704,-25.7001,OSM,BR,,
-50.0097,-28.7531,OSM,BR,,
-49.1284,-26.4537,OSM,BR,,
-49.6748,-25.9708,OSM,BR,,
-50.3288,-27.8377,OSM,BR,,
-50.329,-27.8425,OSM,BR,,
-49.7933,-27.8907,OSM,BR,,
-49.0102,-25.4713,OSM,BR,,
-50.9988,-28.6906,OSM,BR,,
-49.6497,-25.3248,OSM,BR,,
-53.0623,-26.5457,OSM,BR,,
-49.6138,-25.5861,OSM,BR,,
-49.0141,-26.5019,OSM,BR,,
-49.1813,-25.3145,OSM,BR,,
-49.4552,-25.3249,OSM,BR,,
-49.4596,-25.3256,OSM,BR,,
-49.4543,-25.3201,OSM,BR,,
-49.8822,-25.1478,OSM,BR,,
-49.3992,-25.4182,OSM,BR,,
-49.3888,-25.4222,OSM,BR,,
-49.3131,-25.2509,OSM,BR,,
-49.3958,-25.2711,OSM,BR,,
-49.3852,-25.2722,OSM,BR,,
-49.364,-25.2678,OSM,BR,,
-49.3975,-25.2536,OSM,BR,,
-53.6408,-26.273,OSM,BR,,
-49.2781,-25.8244,OSM,BR,,
-53.1172,-26.1078,OSM,BR,,
-53.1075,-26.0656,OSM,BR,,
-53.1086,-26.0631,OSM,BR,,
-53.1096,-26.064,OSM,BR,,
-49.5645,-25.4088,OSM,BR,,
-49.5412,-25.3783,OSM,BR,,
-49.5349,-25.3749,OSM,BR,,
-53.023,-26.0732,OSM,BR,,
-49.7197,-24.8319,OSM,BR,,
-49.724,-24.822,OSM,BR,,
-49.0017,-25.3662,OSM,BR,,
-49.3054,-25.7999,OSM,BR,,
-49.7473,-24.8631,OSM,BR,,
-49.8699,-25.0804,OSM,BR,,
-52.7679,-26.9585,OSM,BR,,
-53.1086,-25.7824,OSM,BR,,
-49.7036,-24.9022,OSM,BR,,
-49.7624,-24.8862,OSM,BR,,
-53.1458,-27.3855,OSM,BR,amethyst,
-53.1947,-27.3584,OSM,BR,,
-53.1916,-27.3589,OSM,BR,,
-53.191,-27.3637,OSM,BR,,
-53.1789,-27.3681,OSM,BR,,
-53.201,-27.3618,OSM,BR,,
-53.1857,-27.3648,OSM,BR,,
-49.0797,-27.8495,OSM,BR,,
-49.1131,-27.7873,OSM,BR,,
-50.3835,-27.8608,OSM,BR,,
-53.23,-26.7572,OSM,BR,,
-49.3809,-25.41,OSM,BR,,
-53.5654,-26.8325,OSM,BR,,
-52.3648,-26.9509,OSM,BR,,
-49.1417,-25.6687,OSM,BR,,
-52.6843,-26.9889,OSM,BR,,
-49.4209,-28.7442,OSM,BR,,
-49.4388,-28.7424,OSM,BR,,
-53.7415,-26.3173,OSM,BR,,
-53.7381,-26.2979,OSM,BR,,
-50.422,-25.8333,OSM,BR,,
-50.4318,-25.7999,OSM,BR,,
-52.3068,-28.366,OSM,BR,,
-49.1297,-27.1924,OSM,BR,,
-53.4722,-24.988,OSM,BR,,
-50.0819,-24.8988,OSM,BR,,
-50.091,-24.8993,OSM,BR,,
-53.4628,-25.0179,OSM,BR,,
-49.4238,-28.3895,OSM,BR,,
-49.4675,-28.3959,OSM,BR,,
-49.0139,-25.4412,OSM,BR,,
-49.0197,-25.4349,OSM,BR,,
-49.0136,-25.4351,OSM,BR,,
-49.0211,-25.4234,OSM,BR,,
-50.2898,-25.0295,OSM,BR,,
-50.2974,-25.0255,OSM,BR,,
-50.2161,-26.4925,OSM,BR,,
-51.2886,-28.8275,OSM,BR,,
-50.5697,-27.2798,OSM,BR,,
-49.0133,-26.8768,OSM,BR,,
-52.6892,-26.9895,OSM,BR,,
-52.9182,-28.7227,OSM,BR,,
-52.8851,-28.7131,OSM,BR,,
-52.7863,-28.6542,OSM,BR,,
-50.0076,-24.9549,OSM,BR,,
-49.9225,-25.1231,OSM,BR,,
-49.9965,-24.9431,OSM,BR,,
-49.995,-24.9439,OSM,BR,,
-50.0939,-27.5394,OSM,BR,,
-49.6686,-25.5087,OSM,BR,,
-49.7072,-25.4696,OSM,BR,,
-49.2981,-26.4009,OSM,BR,,
-53.5978,-25.1423,OSM,BR,,
-52.8273,-26.4563,OSM,BR,,
-52.8086,-28.9457,OSM,BR,,
-49.1319,-24.7178,OSM,BR,,
-49.837,-24.0255,OSM,BR,,
-53.217,-26.7573,OSM,BR,,
-50.9723,-26.7345,OSM,BR,,
-53.3861,-25.0011,OSM,BR,,
-51.7081,-28.8891,OSM,BR,,
-52.3289,-26.5412,OSM,BR,,
-52.5837,-28.58,OSM,BR,,
-52.5895,-28.5709,OSM,BR,,
-49.4265,-28.7093,OSM,BR,,
-50.2194,-27.7832,OSM,BR,,
-49.4459,-28.8558,OSM,BR,,
-51.4943,-27.1582,OSM,BR,,
-51.4033,-27.1108,OSM,BR,,
-49.2045,-26.4923,OSM,BR,,
-51.1023,-28.282,OSM,BR,,
-49.1349,-26.8205,OSM,BR,stone;aggregate,
-49.1667,-24.3235,OSM,BR,,
-49.1373,-24.3323,OSM,BR,,
-49.1292,-24.2881,OSM,BR,,
-49.1308,-24.2872,OSM,BR,,
-49.1446,-24.2939,OSM,BR,,
-49.1386,-24.2951,OSM,BR,,
-49.2036,-24.3037,OSM,BR,,
-49.2074,-24.3047,OSM,BR,,
-49.1992,-24.3017,OSM,BR,,
-49.1956,-24.2955,OSM,BR,,
-50.4548,-24.012,OSM,BR,,
-53.8125,-24.4698,OSM,BR,,
-53.8418,-24.3506,OSM,BR,,
-49.0204,-25.4393,OSM,BR,,
-52.5243,-27.779,OSM,BR,,
-53.9047,-28.2261,OSM,BR,,
-51.0946,-26.9235,OSM,BR,,
-49.2471,-25.6743,OSM,BR,,
-49.0401,-28.4845,OSM,BR,,
-53.9578,-24.6057,OSM,BR,,
-49.1332,-26.8376,OSM,BR,,
-53.9953,-24.5367,OSM,BR,,
-49.1291,-26.42,OSM,BR,,
-49.2277,-26.2633,OSM,BR,,
-49.2213,-26.292,OSM,BR,,
-49.2162,-26.2933,OSM,BR,,
-52.3599,-28.256,OSM,BR,,
-49.4399,-28.7911,OSM,BR,,
-49.7319,-28.1563,OSM,BR,,
-49.7206,-28.308,OSM,BR,,
-49.1346,-27.2037,OSM,BR,,
-50.9558,-28.5342,OSM,BR,,
-49.0179,-25.3944,OSM,BR,,
-49.0166,-25.392,OSM,BR,,
-49.0208,-25.3911,OSM,BR,,
-49.0218,-25.3919,OSM,BR,,
-49.0195,-25.3892,OSM,BR,,
-49.3602,-25.2658,OSM,BR,,
-53.4681,-25.0091,OSM,BR,,
-53.0462,-27.3299,OSM,BR,,
-49.3585,-26.2525,OSM,BR,,
-53.131,-27.3954,OSM,BR,amethyst,
-53.1258,-27.3963,OSM,BR,amethyst,
-53.1218,-27.3775,OSM,BR,amethyst,
-53.1085,-27.3388,OSM,BR,amethyst,
-53.117,-27.3373,OSM,BR,amethyst,
-53.1206,-27.3471,OSM,BR,amethyst,
-53.1178,-27.3471,OSM,BR,amethyst,
-53.1033,-27.3486,OSM,BR,amethyst,
-51.1452,-26.2475,OSM,BR,sand,
-49.3615,-26.2081,OSM,BR,,
-53.8456,-24.198,OSM,BR,aggregate,
-51.1942,-27.4052,OSM,BR,,
-53.942,-27.4907,OSM,BR,,
-49.218,-26.3327,OSM,BR,,
-49.0292,-28.3814,OSM,BR,,
-52.5822,-27.1705,OSM,BR,,
-51.7432,-27.1629,OSM,BR,,
-52.207,-26.7675,OSM,BR,,
-52.6448,-26.9926,OSM,BR,,
-52.4065,-26.8854,OSM,BR,,
-52.4042,-26.8836,OSM,BR,,
